"","id_pedido","data_pedido","data_envio","modo_envio","tipo_prioridade"
"3092","MX-2013-108021",2013-06-18,2013-06-20,"Primeira Classe","Alto"
"3093","IN-2014-79383",2014-05-01,2014-05-04,"Segunda Classe","Medio"
"3094","IT-2012-5288691",2012-08-29,2012-09-03,"Classe Padrao","Medio"
"3095","MX-2013-138422",2013-09-16,2013-09-22,"Classe Padrao","Medio"
"3096","ES-2014-2120735",2014-06-04,2014-06-04,"Mesmo Dia","Medio"
"3097","IN-2014-68617",2014-06-23,2014-06-29,"Classe Padrao","Baixo"
"3098","ES-2014-5241576",2014-05-19,2014-05-22,"Primeira Classe","Medio"
"3099","ES-2011-2711513",2011-03-10,2011-03-10,"Mesmo Dia","Medio"
"3100","IN-2014-50179",2014-10-13,2014-10-17,"Classe Padrao","Medio"
"3101","ES-2013-5957121",2013-09-14,2013-09-15,"Primeira Classe","Medio"
"3102","CA-2012-141327",2012-11-30,2012-12-03,"Primeira Classe","Critico"
"3103","ID-2014-62926",2014-09-18,2014-09-19,"Primeira Classe","Alto"
"3104","IN-2011-16985",2011-10-03,2011-10-08,"Classe Padrao","Medio"
"3105","ES-2012-2740636",2012-08-29,2012-09-05,"Classe Padrao","Medio"
"3106","MX-2013-117499",2013-03-18,2013-03-18,"Mesmo Dia","Critico"
"3107","MX-2014-141096",2014-11-08,2014-11-14,"Classe Padrao","Baixo"
"3108","US-2014-139941",2014-12-04,2014-12-07,"Primeira Classe","Critico"
"3109","CA-2011-168130",2011-09-19,2011-09-19,"Mesmo Dia","Alto"
"3110","ES-2013-3221528",2013-08-01,2013-08-03,"Segunda Classe","Alto"
"3111","CA-2013-152688",2013-10-18,2013-10-21,"Primeira Classe","Critico"
"3112","IN-2014-47218",2014-10-16,2014-10-20,"Classe Padrao","Alto"
"3113","IT-2013-4191455",2013-08-10,2013-08-14,"Classe Padrao","Alto"
"3114","IN-2014-79229",2014-09-11,2014-09-15,"Classe Padrao","Medio"
"3115","MX-2014-135069",2014-10-14,2014-10-19,"Classe Padrao","Medio"
"3116","MX-2013-100251",2013-12-20,2013-12-27,"Classe Padrao","Medio"
"3117","CA-2011-131450",2011-08-08,2011-08-15,"Classe Padrao","Medio"
"3118","ES-2013-2105318",2013-04-05,2013-04-09,"Classe Padrao","Medio"
"3119","MX-2014-146990",2014-11-18,2014-11-21,"Primeira Classe","Critico"
"3120","NI-2012-8470",2012-12-25,2012-12-27,"Primeira Classe","Medio"
"3121","CA-2012-156482",2012-02-06,2012-02-13,"Classe Padrao","Baixo"
"3122","CA-2014-160633",2014-11-17,2014-11-22,"Classe Padrao","Medio"
"3123","CA-2013-112697",2013-12-19,2013-12-21,"Segunda Classe","Medio"
"3124","ES-2012-2541285",2012-03-07,2012-03-12,"Classe Padrao","Medio"
"3125","IT-2011-1781238",2011-11-02,2011-11-07,"Classe Padrao","Medio"
"3126","US-2013-126893",2013-11-27,2013-12-02,"Classe Padrao","Alto"
"3127","MX-2014-117240",2014-05-19,2014-05-22,"Segunda Classe","Alto"
"3128","ES-2011-3276063",2011-06-28,2011-07-02,"Classe Padrao","Alto"
"3129","MX-2011-137652",2011-09-09,2011-09-14,"Classe Padrao","Medio"
"3130","IV-2012-4320",2012-06-11,2012-06-15,"Classe Padrao","Medio"
"3131","MX-2014-101609",2014-05-26,2014-06-02,"Classe Padrao","Baixo"
"3132","CA-2012-109575",2012-09-18,2012-09-23,"Classe Padrao","Alto"
"3133","IN-2011-12288",2011-05-30,2011-06-04,"Classe Padrao","Medio"
"3134","CA-2013-167115",2013-04-05,2013-04-10,"Classe Padrao","Alto"
"3135","IN-2014-41275",2014-05-29,2014-06-01,"Primeira Classe","Medio"
"3136","IN-2013-55933",2013-07-18,2013-07-22,"Classe Padrao","Alto"
"3137","AO-2011-8430",2011-01-20,2011-01-20,"Mesmo Dia","Alto"
"3138","MZ-2013-7940",2013-07-31,2013-08-04,"Classe Padrao","Medio"
"3139","IN-2012-78886",2012-05-31,2012-06-04,"Segunda Classe","Medio"
"3140","ES-2012-5549626",2012-12-28,2013-01-04,"Classe Padrao","Medio"
"3141","CA-2013-169838",2013-11-26,2013-11-30,"Classe Padrao","Medio"
"3142","IV-2014-5650",2014-07-25,2014-07-31,"Classe Padrao","Medio"
"3143","IN-2014-36186",2014-09-11,2014-09-11,"Mesmo Dia","Alto"
"3144","US-2011-165477",2011-04-07,2011-04-11,"Classe Padrao","Medio"
"3145","ES-2014-1213914",2014-05-24,2014-05-29,"Classe Padrao","Medio"
"3146","CA-2014-124205",2014-09-16,2014-09-20,"Classe Padrao","Alto"
"3147","CA-2014-155460",2014-04-14,2014-04-16,"Primeira Classe","Alto"
"3148","MX-2012-124765",2012-06-18,2012-06-18,"Mesmo Dia","Critico"
"3149","ES-2012-2281296",2012-09-10,2012-09-12,"Segunda Classe","Alto"
"3150","CA-2011-103310",2011-05-10,2011-05-15,"Classe Padrao","Medio"
"3151","IN-2011-16418",2011-11-03,2011-11-08,"Classe Padrao","Medio"
"3152","CA-2013-102813",2013-07-03,2013-07-04,"Primeira Classe","Alto"
"3153","MG-2011-9660",2011-01-21,2011-01-27,"Classe Padrao","Medio"
"3154","ES-2014-2592303",2014-11-21,2014-11-23,"Segunda Classe","Critico"
"3155","ES-2011-1374122",2011-01-15,2011-01-18,"Primeira Classe","Medio"
"3156","MX-2014-150049",2014-07-29,2014-08-01,"Primeira Classe","Alto"
"3157","CA-2014-117457",2014-12-09,2014-12-13,"Classe Padrao","Medio"
"3158","US-2011-119137",2011-07-23,2011-07-27,"Classe Padrao","Alto"
"3159","MX-2014-123337",2014-09-29,2014-10-05,"Classe Padrao","Baixo"
"3160","IT-2014-1391329",2014-09-05,2014-09-05,"Mesmo Dia","Alto"
"3161","US-2014-139465",2014-08-28,2014-08-31,"Primeira Classe","Alto"
"3162","CA-2014-162565",2014-12-12,2014-12-12,"Mesmo Dia","Alto"
"3163","US-2012-154389",2012-11-27,2012-12-03,"Classe Padrao","Baixo"
"3164","DJ-2013-7120",2013-05-16,2013-05-16,"Mesmo Dia","Alto"
"3165","ES-2013-5590763",2013-11-06,2013-11-10,"Classe Padrao","Alto"
"3166","IN-2011-54561",2011-06-10,2011-06-17,"Classe Padrao","Baixo"
"3167","ES-2013-1162185",2013-04-20,2013-04-20,"Mesmo Dia","Medio"
"3168","CA-2012-127453",2012-12-19,2012-12-20,"Primeira Classe","Alto"
"3169","CA-2011-154963",2011-06-22,2011-06-27,"Classe Padrao","Alto"
"3170","ID-2012-76457",2012-09-06,2012-09-11,"Classe Padrao","Medio"
"3171","MX-2013-149916",2013-12-19,2013-12-24,"Classe Padrao","Alto"
"3172","IT-2012-4835449",2012-08-14,2012-08-20,"Classe Padrao","Medio"
"3173","MX-2013-162677",2013-08-12,2013-08-14,"Segunda Classe","Alto"
"3174","US-2014-116659",2014-11-13,2014-11-13,"Mesmo Dia","Medio"
"3175","ES-2014-2851130",2014-08-08,2014-08-12,"Classe Padrao","Alto"
"3176","IN-2012-68897",2012-03-27,2012-04-03,"Classe Padrao","Baixo"
"3177","CA-2012-2420",2012-06-02,2012-06-06,"Classe Padrao","Alto"
"3178","ES-2012-2268382",2012-11-09,2012-11-14,"Classe Padrao","Medio"
"3179","ES-2011-2266607",2011-04-14,2011-04-18,"Classe Padrao","Alto"
"3180","US-2013-100720",2013-07-17,2013-07-22,"Classe Padrao","Alto"
"3181","ES-2012-1439531",2012-07-23,2012-07-27,"Classe Padrao","Medio"
"3182","ES-2013-2162947",2013-12-17,2013-12-22,"Classe Padrao","Alto"
"3183","ES-2012-5776825",2012-06-14,2012-06-18,"Classe Padrao","Alto"
"3184","ID-2011-22011",2011-07-30,2011-08-02,"Segunda Classe","Alto"
"3185","ID-2014-59713",2014-02-21,2014-02-27,"Classe Padrao","Medio"
"3186","MX-2012-164378",2012-11-16,2012-11-20,"Classe Padrao","Alto"
"3187","ES-2011-2302372",2011-08-15,2011-08-15,"Mesmo Dia","Critico"
"3188","MX-2013-138492",2013-07-02,2013-07-08,"Classe Padrao","Medio"
"3189","US-2013-119305",2013-06-11,2013-06-16,"Classe Padrao","Alto"
"3190","IT-2012-5123429",2012-08-15,2012-08-18,"Primeira Classe","Medio"
"3191","CA-2012-166975",2012-11-26,2012-11-30,"Classe Padrao","Alto"
"3192","US-2013-120152",2013-12-18,2013-12-20,"Segunda Classe","Critico"
"3193","ES-2014-3984539",2014-03-31,2014-04-04,"Classe Padrao","Alto"
"3194","AO-2014-9370",2014-05-27,2014-06-01,"Segunda Classe","Medio"
"3195","IN-2011-32371",2011-11-22,2011-11-22,"Mesmo Dia","Critico"
"3196","MX-2013-154270",2013-10-02,2013-10-07,"Classe Padrao","Medio"
"3197","IR-2012-5450",2012-09-24,2012-09-28,"Classe Padrao","Alto"
"3198","CA-2012-121783",2012-11-10,2012-11-14,"Classe Padrao","Medio"
"3199","CA-2014-110443",2014-11-22,2014-11-26,"Classe Padrao","Alto"
"3200","SF-2014-7340",2014-05-19,2014-05-23,"Classe Padrao","Alto"
"3201","IN-2012-76471",2012-06-21,2012-06-27,"Classe Padrao","Medio"
"3202","KE-2014-2610",2014-06-09,2014-06-15,"Classe Padrao","Medio"
"3203","IN-2014-77276",2014-08-08,2014-08-10,"Segunda Classe","Critico"
"3204","IT-2012-2157465",2012-11-14,2012-11-18,"Classe Padrao","Alto"
"3205","CA-2012-140410",2012-11-03,2012-11-07,"Classe Padrao","Alto"
"3206","SU-2014-5140",2014-11-26,2014-12-01,"Classe Padrao","Medio"
"3207","CA-2011-166471",2011-08-09,2011-08-13,"Classe Padrao","Alto"
"3208","MX-2014-166625",2014-03-07,2014-03-11,"Classe Padrao","Alto"
"3209","IN-2014-57683",2014-09-11,2014-09-15,"Classe Padrao","Medio"
"3210","CA-2014-127397",2014-02-25,2014-03-01,"Classe Padrao","Medio"
"3211","ES-2013-5322278",2013-09-21,2013-09-28,"Classe Padrao","Baixo"
"3212","CA-2011-111451",2011-12-26,2011-12-28,"Primeira Classe","Critico"
"3213","ES-2012-1211902",2012-07-06,2012-07-10,"Classe Padrao","Medio"
"3214","ES-2013-3575875",2013-07-25,2013-07-30,"Classe Padrao","Medio"
"3215","ES-2011-1822857",2011-06-14,2011-06-20,"Classe Padrao","Medio"
"3216","IN-2014-35297",2014-02-13,2014-02-14,"Primeira Classe","Medio"
"3217","IT-2012-1669193",2012-06-08,2012-06-12,"Classe Padrao","Alto"
"3218","MZ-2012-4210",2012-06-07,2012-06-10,"Primeira Classe","Medio"
"3219","ES-2014-4189155",2014-06-18,2014-06-21,"Segunda Classe","Critico"
"3220","IN-2011-73335",2011-06-07,2011-06-10,"Primeira Classe","Alto"
"3221","MX-2012-104066",2012-10-29,2012-11-02,"Classe Padrao","Medio"
"3222","RO-2014-9680",2014-02-28,2014-03-02,"Segunda Classe","Medio"
"3223","ES-2014-1006842",2014-11-26,2014-11-28,"Segunda Classe","Critico"
"3224","IN-2011-40568",2011-09-11,2011-09-13,"Segunda Classe","Alto"
"3225","MX-2014-124653",2014-04-14,2014-04-18,"Classe Padrao","Alto"
"3226","MX-2014-113894",2014-07-11,2014-07-16,"Classe Padrao","Alto"
"3227","IN-2011-49129",2011-03-21,2011-03-25,"Classe Padrao","Alto"
"3228","IN-2011-19652",2011-12-06,2011-12-09,"Primeira Classe","Alto"
"3229","IT-2013-2582145",2013-07-11,2013-07-15,"Classe Padrao","Alto"
"3230","ID-2011-86313",2011-12-01,2011-12-07,"Classe Padrao","Medio"
"3231","US-2012-138121",2012-12-17,2012-12-17,"Mesmo Dia","Alto"
"3232","CA-2011-140732",2011-11-11,2011-11-13,"Segunda Classe","Alto"
"3233","ES-2011-4932761",2011-05-18,2011-05-24,"Classe Padrao","Baixo"
"3234","ES-2013-2204795",2013-09-02,2013-09-05,"Primeira Classe","Alto"
"3235","IN-2013-76681",2013-05-25,2013-05-29,"Classe Padrao","Medio"
"3236","MX-2014-122140",2014-10-31,2014-11-02,"Primeira Classe","Medio"
"3237","IZ-2014-6960",2014-12-10,2014-12-14,"Segunda Classe","Alto"
"3238","IN-2014-30390",2014-12-31,2015-01-03,"Primeira Classe","Alto"
"3239","ES-2014-2947135",2014-11-24,2014-11-27,"Segunda Classe","Medio"
"3240","CA-2013-130820",2013-11-16,2013-11-16,"Mesmo Dia","Alto"
"3241","IN-2012-72040",2012-02-10,2012-02-13,"Primeira Classe","Medio"
"3242","ID-2014-41625",2014-08-05,2014-08-09,"Classe Padrao","Alto"
"3243","ES-2014-2458882",2014-12-04,2014-12-04,"Mesmo Dia","Critico"
"3244","IN-2013-33596",2013-08-10,2013-08-16,"Classe Padrao","Medio"
"3245","CA-2014-164112",2014-07-01,2014-07-05,"Classe Padrao","Medio"
"3246","ES-2014-1933744",2014-12-18,2014-12-24,"Classe Padrao","Medio"
"3247","ES-2014-3733257",2014-09-11,2014-09-15,"Classe Padrao","Alto"
"3248","IN-2013-33302",2013-05-17,2013-05-17,"Mesmo Dia","Alto"
"3249","CG-2014-3890",2014-11-03,2014-11-05,"Primeira Classe","Alto"
"3250","IN-2013-58509",2013-11-04,2013-11-07,"Segunda Classe","Critico"
"3251","UP-2013-4180",2013-06-17,2013-06-20,"Primeira Classe","Alto"
"3252","IN-2011-31020",2011-06-24,2011-06-29,"Segunda Classe","Medio"
"3253","IN-2014-66755",2014-06-18,2014-06-25,"Classe Padrao","Medio"
"3254","MO-2013-6320",2013-09-04,2013-09-09,"Segunda Classe","Alto"
"3255","IT-2012-5301604",2012-10-01,2012-10-05,"Classe Padrao","Medio"
"3256","IN-2014-67504",2014-11-19,2014-11-24,"Classe Padrao","Medio"
"3257","IN-2013-37628",2013-11-28,2013-12-01,"Segunda Classe","Alto"
"3258","ES-2014-4822929",2014-06-25,2014-06-27,"Segunda Classe","Critico"
"3259","IT-2012-5447759",2012-10-05,2012-10-12,"Classe Padrao","Medio"
"3260","US-2014-145261",2014-11-07,2014-11-07,"Mesmo Dia","Medio"
"3261","ID-2013-57333",2013-05-09,2013-05-11,"Segunda Classe","Critico"
"3262","CA-2014-119578",2014-12-23,2014-12-28,"Segunda Classe","Medio"
"3263","MX-2013-160962",2013-07-31,2013-08-04,"Classe Padrao","Alto"
"3264","ES-2013-3698462",2013-04-22,2013-04-26,"Classe Padrao","Alto"
"3265","CA-2012-136805",2012-05-23,2012-05-27,"Segunda Classe","Alto"
"3266","IS-2013-6570",2013-10-04,2013-10-06,"Primeira Classe","Critico"
"3267","IN-2012-21836",2012-04-27,2012-05-03,"Classe Padrao","Baixo"
"3268","US-2013-111752",2013-09-15,2013-09-17,"Segunda Classe","Alto"
"3269","MX-2014-141369",2014-12-25,2015-01-01,"Classe Padrao","Medio"
"3270","ID-2013-48149",2013-01-10,2013-01-14,"Classe Padrao","Medio"
"3271","IR-2012-4790",2012-08-20,2012-08-24,"Classe Padrao","Alto"
"3272","MX-2011-145870",2011-05-21,2011-05-26,"Classe Padrao","Medio"
"3273","MX-2013-105242",2013-06-11,2013-06-17,"Classe Padrao","Medio"
"3274","ES-2013-2222698",2013-11-26,2013-11-26,"Mesmo Dia","Medio"
"3275","IT-2011-3586982",2011-09-15,2011-09-20,"Classe Padrao","Medio"
"3276","CA-2011-154599",2011-04-12,2011-04-17,"Classe Padrao","Medio"
"3277","IN-2014-44334",2014-09-04,2014-09-10,"Classe Padrao","Medio"
"3278","ES-2012-3185515",2012-06-26,2012-06-26,"Mesmo Dia","Medio"
"3279","MX-2011-142013",2011-10-14,2011-10-18,"Classe Padrao","Medio"
"3280","MX-2012-127446",2012-04-11,2012-04-11,"Mesmo Dia","Critico"
"3281","IN-2013-59755",2013-04-26,2013-04-29,"Segunda Classe","Medio"
"3282","CA-2011-108147",2011-06-08,2011-06-13,"Classe Padrao","Medio"
"3283","CA-2014-165204",2014-11-14,2014-11-17,"Segunda Classe","Alto"
"3284","ES-2013-2058218",2013-07-25,2013-07-25,"Mesmo Dia","Critico"
"3285","IT-2013-1602546",2013-12-20,2013-12-24,"Classe Padrao","Medio"
"3286","US-2011-147627",2011-01-21,2011-01-27,"Classe Padrao","Medio"
"3287","ES-2013-4492967",2013-11-16,2013-11-22,"Classe Padrao","Baixo"
"3288","ES-2013-5881573",2013-11-15,2013-11-18,"Primeira Classe","Alto"
"3289","ES-2013-2483088",2013-06-17,2013-06-20,"Segunda Classe","Critico"
"3290","IZ-2013-8180",2013-06-06,2013-06-10,"Classe Padrao","Alto"
"3291","ES-2011-3353574",2011-02-22,2011-02-26,"Classe Padrao","Alto"
"3292","IZ-2012-6570",2012-01-23,2012-01-27,"Classe Padrao","Medio"
"3293","ID-2014-13338",2014-05-29,2014-06-03,"Classe Padrao","Medio"
"3294","IN-2013-86488",2013-05-08,2013-05-12,"Classe Padrao","Alto"
"3295","IT-2012-5446380",2012-08-22,2012-08-28,"Classe Padrao","Medio"
"3296","ES-2011-3848020",2011-09-15,2011-09-22,"Classe Padrao","Baixo"
"3297","US-2013-105578",2013-05-31,2013-06-05,"Classe Padrao","Medio"
"3298","IT-2012-5711400",2012-11-29,2012-12-03,"Classe Padrao","Alto"
"3299","ES-2014-4418227",2014-10-07,2014-10-12,"Segunda Classe","Alto"
"3300","US-2013-117555",2013-07-05,2013-07-08,"Primeira Classe","Medio"
"3301","IN-2014-73048",2014-02-14,2014-02-16,"Segunda Classe","Medio"
"3302","IN-2011-47526",2011-09-26,2011-10-03,"Classe Padrao","Baixo"
"3303","CA-2011-142839",2011-08-16,2011-08-20,"Classe Padrao","Alto"
"3304","CA-2012-121188",2012-08-28,2012-09-04,"Classe Padrao","Medio"
"3305","RS-2013-9770",2013-04-27,2013-04-27,"Mesmo Dia","Alto"
"3306","IT-2012-2197138",2012-07-13,2012-07-17,"Classe Padrao","Alto"
"3307","AO-2013-9250",2013-12-06,2013-12-10,"Classe Padrao","Medio"
"3308","IN-2013-44187",2013-10-08,2013-10-09,"Primeira Classe","Medio"
"3309","CA-2011-143903",2011-07-20,2011-07-24,"Classe Padrao","Alto"
"3310","US-2014-135160",2014-09-27,2014-09-29,"Segunda Classe","Alto"
"3311","ES-2013-5150619",2013-09-25,2013-09-26,"Primeira Classe","Alto"
"3312","CA-2012-150875",2012-11-16,2012-11-20,"Classe Padrao","Medio"
"3313","IV-2011-9090",2011-08-10,2011-08-14,"Classe Padrao","Medio"
"3314","US-2013-122707",2013-10-29,2013-10-31,"Primeira Classe","Alto"
"3315","IN-2014-12330",2014-08-20,2014-08-24,"Classe Padrao","Medio"
"3316","SF-2013-7510",2013-01-24,2013-01-26,"Primeira Classe","Critico"
"3317","MX-2014-147270",2014-12-25,2014-12-27,"Primeira Classe","Medio"
"3318","ES-2014-3316142",2014-06-10,2014-06-12,"Primeira Classe","Alto"
"3319","IT-2012-3839768",2012-07-14,2012-07-18,"Classe Padrao","Medio"
"3320","ES-2013-1820946",2013-09-10,2013-09-14,"Classe Padrao","Alto"
"3321","MX-2011-149587",2011-09-13,2011-09-17,"Classe Padrao","Alto"
"3322","SA-2014-7520",2014-07-18,2014-07-21,"Segunda Classe","Medio"
"3323","CA-2012-112130",2012-05-03,2012-05-07,"Classe Padrao","Alto"
"3324","ES-2014-1756848",2014-08-22,2014-08-28,"Classe Padrao","Medio"
"3325","CA-2014-155880",2014-03-26,2014-04-01,"Classe Padrao","Medio"
"3326","IN-2014-32609",2014-11-04,2014-11-06,"Primeira Classe","Medio"
"3327","IN-2013-82505",2013-06-11,2013-06-14,"Segunda Classe","Medio"
"3328","CA-2014-143126",2014-12-04,2014-12-08,"Segunda Classe","Medio"
"3329","CA-2014-141705",2014-10-25,2014-10-27,"Primeira Classe","Alto"
"3330","MX-2014-114776",2014-10-08,2014-10-10,"Primeira Classe","Alto"
"3331","IN-2011-50361",2011-07-27,2011-07-31,"Classe Padrao","Medio"
"3332","ID-2013-79117",2013-12-18,2013-12-20,"Segunda Classe","Alto"
"3333","ES-2012-3423570",2012-09-07,2012-09-08,"Primeira Classe","Alto"
"3334","IN-2014-20191",2014-01-03,2014-01-05,"Segunda Classe","Medio"
"3335","ES-2011-2083843",2011-10-19,2011-10-24,"Classe Padrao","Medio"
"3336","IN-2014-84843",2014-04-26,2014-04-30,"Classe Padrao","Medio"
"3337","ES-2014-2688044",2014-12-29,2014-12-29,"Mesmo Dia","Medio"
"3338","NI-2011-7830",2011-08-02,2011-08-04,"Primeira Classe","Alto"
"3339","CA-2014-144526",2014-05-01,2014-05-07,"Classe Padrao","Baixo"
"3340","ES-2013-5110658",2013-09-16,2013-09-19,"Primeira Classe","Medio"
"3341","ES-2014-5468847",2014-06-08,2014-06-12,"Classe Padrao","Alto"
"3342","MX-2011-136399",2011-06-20,2011-06-25,"Classe Padrao","Medio"
"3343","MX-2014-160381",2014-07-07,2014-07-11,"Classe Padrao","Medio"
"3344","CA-2012-156734",2012-06-18,2012-06-20,"Primeira Classe","Alto"
"3345","CA-2014-122707",2014-04-17,2014-04-19,"Primeira Classe","Alto"
"3346","IN-2014-19274",2014-11-28,2014-11-29,"Primeira Classe","Medio"
"3347","ES-2014-4936686",2014-12-10,2014-12-12,"Primeira Classe","Critico"
"3348","ID-2013-21129",2013-08-14,2013-08-17,"Primeira Classe","Medio"
"3349","CA-2013-169663",2013-03-11,2013-03-14,"Primeira Classe","Medio"
"3350","US-2014-166324",2014-04-21,2014-04-22,"Primeira Classe","Medio"
"3351","CA-2011-115812",2011-06-09,2011-06-14,"Classe Padrao","Medio"
"3352","MX-2014-168480",2014-06-23,2014-06-28,"Classe Padrao","Medio"
"3353","MX-2012-113502",2012-03-16,2012-03-20,"Classe Padrao","Medio"
"3354","MX-2013-169320",2013-04-30,2013-05-04,"Classe Padrao","Alto"
"3355","IN-2013-35969",2013-08-23,2013-08-27,"Classe Padrao","Medio"
"3356","ES-2014-2385129",2014-12-24,2014-12-28,"Classe Padrao","Medio"
"3357","CA-2012-109638",2012-12-15,2012-12-22,"Classe Padrao","Medio"
"3358","IN-2011-14941",2011-12-22,2011-12-26,"Classe Padrao","Medio"
"3359","IN-2012-15830",2012-09-25,2012-09-27,"Segunda Classe","Alto"
"3360","IN-2011-67840",2011-08-02,2011-08-07,"Classe Padrao","Medio"
"3361","TU-2011-6790",2011-06-07,2011-06-11,"Classe Padrao","Medio"
"3362","IN-2014-63766",2014-11-22,2014-11-26,"Classe Padrao","Medio"
"3363","IT-2013-3655043",2013-08-05,2013-08-09,"Classe Padrao","Medio"
"3364","ES-2014-2901069",2014-09-16,2014-09-21,"Classe Padrao","Medio"
"3365","RO-2014-6420",2014-09-11,2014-09-17,"Classe Padrao","Medio"
"3366","MX-2014-142510",2014-12-09,2014-12-11,"Segunda Classe","Alto"
"3367","MX-2014-165575",2014-09-05,2014-09-07,"Primeira Classe","Alto"
"3368","CA-2014-132682",2014-06-09,2014-06-11,"Segunda Classe","Critico"
"3369","CA-2011-113257",2011-12-16,2011-12-18,"Segunda Classe","Critico"
"3370","IN-2014-54253",2014-05-05,2014-05-10,"Classe Padrao","Medio"
"3371","IR-2014-7930",2014-09-26,2014-10-01,"Segunda Classe","Medio"
"3372","IN-2013-19008",2013-12-11,2013-12-16,"Classe Padrao","Medio"
"3373","ID-2014-64830",2014-02-18,2014-02-21,"Primeira Classe","Medio"
"3374","US-2012-164609",2012-08-26,2012-08-28,"Segunda Classe","Critico"
"3375","ID-2014-48793",2014-10-18,2014-10-22,"Classe Padrao","Medio"
"3376","IT-2011-2568112",2011-12-08,2011-12-12,"Segunda Classe","Medio"
"3377","EG-2014-460",2014-09-03,2014-09-07,"Classe Padrao","Alto"
"3378","IN-2012-48744",2012-09-04,2012-09-11,"Classe Padrao","Baixo"
"3379","CA-2013-139269",2013-05-26,2013-05-31,"Classe Padrao","Medio"
"3380","IN-2012-36067",2012-04-10,2012-04-16,"Classe Padrao","Medio"
"3381","IN-2014-60840",2014-11-04,2014-11-06,"Primeira Classe","Medio"
"3382","US-2014-165001",2014-11-22,2014-11-28,"Classe Padrao","Baixo"
"3383","ES-2014-2835815",2014-09-02,2014-09-08,"Classe Padrao","Medio"
"3384","CA-2014-101042",2014-11-20,2014-11-24,"Classe Padrao","Medio"
"3385","MX-2012-131870",2012-10-24,2012-10-28,"Classe Padrao","Medio"
"3386","ID-2013-70367",2013-05-22,2013-05-25,"Segunda Classe","Critico"
"3387","US-2011-148929",2011-11-09,2011-11-13,"Classe Padrao","Alto"
"3388","MX-2014-137442",2014-10-21,2014-10-23,"Segunda Classe","Critico"
"3389","CA-2012-130890",2012-11-02,2012-11-06,"Classe Padrao","Medio"
